loan_id,loan_amount,term,annual_income,credit_score,employment_length,purpose,default
L1868,46446,60,137543,603,4,small_business,0
L1869,1469,36,105500,822,2,vacation,1
L1870,22082,60,146827,721,6,debt_consolidation,0
L1871,49600,36,157243,650,0,education,0
L1872,14705,36,137216,648,2,medical,0
L1873,1764,36,65105,514,5,car,1
L1874,43698,36,125049,808,3,debt_consolidation,0
L1875,3926,60,105663,671,4,home_improvement,0
L1876,36206,60,174190,728,2,small_business,0
L1877,35172,60,147153,703,10,vacation,1
L1878,35059,36,119252,672,5,car,0
L1879,3039,60,137981,557,4,vacation,1
L1880,36717,36,35802,642,1,car,1
L1881,32939,36,165948,690,2,medical,0
L1882,34652,60,74725,826,1,car,0
L1883,24409,36,170553,774,4,home_improvement,1
L1884,35145,60,152307,783,3,home_improvement,1
L1885,17267,36,129919,718,9,credit_card,1
L1886,20680,36,131137,790,9,home_improvement,1
L1887,33048,36,135242,547,1,debt_consolidation,1
L1888,24913,60,83274,671,5,car,0
L1889,23154,60,120173,628,0,home_improvement,0
L1890,35445,36,31557,829,7,medical,1
L1891,42822,36,100361,652,9,vacation,1
L1892,26502,60,157469,573,6,education,0
L1893,19205,60,147031,631,2,vacation,1
L1894,14016,60,82770,843,5,credit_card,1
L1895,3241,60,143219,621,0,vacation,0
L1896,46045,60,121027,777,3,car,0
L1897,4714,36,35738,520,7,credit_card,0
L1898,37265,60,97511,687,1,car,0
L1899,11802,60,36832,584,7,medical,0
L1900,22254,60,82629,721,8,credit_card,1
L1901,45331,60,179886,502,9,small_business,1
L1902,45012,60,36898,668,0,debt_consolidation,1
L1903,32376,60,50578,811,1,debt_consolidation,0
L1904,17165,60,64202,810,2,car,1
L1905,28066,60,147870,619,5,vacation,0
L1906,22810,60,32370,508,8,education,0
L1907,32455,36,110358,830,3,education,0
L1908,41076,36,134620,795,0,small_business,0
L1909,25537,60,39267,518,8,credit_card,0
L1910,19061,36,81026,793,5,small_business,0
L1911,29307,36,142001,834,8,small_business,1
L1912,25117,60,144848,717,8,vacation,0
L1913,8971,36,144218,640,7,education,1
L1914,41808,60,144521,578,8,credit_card,0
L1915,28143,36,65407,769,10,medical,1
L1916,27178,60,155410,585,0,vacation,1
L1917,3196,36,79133,848,3,small_business,0
L1918,15611,60,136917,804,9,small_business,0
L1919,25248,60,161510,813,9,medical,0
L1920,48970,60,147093,656,1,small_business,0
L1921,14099,36,60159,682,4,small_business,1
L1922,14762,60,98250,618,3,small_business,0
L1923,44037,60,76576,848,4,debt_consolidation,1
L1924,47513,36,79263,653,5,vacation,1
L1925,17999,60,94424,538,5,home_improvement,1
L1926,17124,60,118785,799,8,vacation,0
L1927,39996,60,77179,599,7,medical,0
L1928,7356,36,74492,701,4,small_business,1
L1929,39581,36,167958,680,9,vacation,1
L1930,23049,36,136436,688,10,debt_consolidation,0
L1931,15227,36,63644,609,7,education,1
L1932,19177,60,46050,660,3,medical,1
L1933,45925,60,49911,817,5,car,0
L1934,49105,36,152755,604,9,vacation,0
L1935,30237,60,49327,574,8,car,1
L1936,49310,60,64157,734,2,small_business,1
L1937,15937,60,114792,530,9,debt_consolidation,1
L1938,45779,60,41251,718,1,debt_consolidation,0
L1939,9208,60,47731,816,3,vacation,0
L1940,43799,60,123635,647,1,medical,1
L1941,42333,60,97449,820,4,medical,1
L1942,22873,60,65902,513,8,debt_consolidation,1
L1943,15173,60,85589,553,6,medical,0
L1944,33793,60,163302,628,10,debt_consolidation,0
L1945,3304,36,57342,571,3,vacation,0
L1946,24342,60,35197,564,7,home_improvement,1
L1947,30667,60,144999,831,1,debt_consolidation,1
L1948,48758,36,37324,650,7,car,0
L1949,46043,36,144847,607,9,medical,1
L1950,15896,60,167433,597,10,debt_consolidation,0
L1951,38791,60,139111,526,6,debt_consolidation,0
L1952,45515,60,54157,598,1,vacation,1
L1953,6232,60,100533,612,0,medical,0
L1954,19650,36,122734,759,5,home_improvement,1
L1955,22527,60,105558,523,4,vacation,0
L1956,22074,36,162052,680,3,home_improvement,0
L1957,16271,60,178067,799,6,education,0
L1958,12146,60,162464,598,0,vacation,0
L1959,6001,60,106993,771,5,medical,1
L1960,41698,60,109527,507,1,credit_card,1
L1961,39755,60,55560,507,3,medical,0
L1962,33637,36,43700,824,9,medical,0
L1963,11784,36,45047,760,10,home_improvement,1
L1964,8298,60,147063,731,6,home_improvement,0
L1965,26401,36,38697,645,10,medical,0
L1966,22004,36,91408,836,3,medical,1
L1967,34823,60,31536,772,8,medical,0
L1968,28090,60,67193,605,4,home_improvement,0
L1969,26333,36,100741,520,1,medical,1
L1970,5963,36,31038,745,1,medical,1
L1971,2492,60,148010,753,0,education,0
L1972,45676,60,150556,730,5,small_business,0
L1973,13329,36,52002,550,3,credit_card,1
L1974,20778,36,146985,841,8,car,0
L1975,3555,36,169467,598,1,credit_card,1
L1976,8425,36,165424,607,0,small_business,0
L1977,37041,36,173610,741,7,car,0
L1978,16192,60,112507,812,4,vacation,0
L1979,24822,36,176452,537,8,medical,0
L1980,48932,60,127713,532,7,small_business,1
L1981,17354,36,42721,723,8,education,0
L1982,2615,60,126544,626,8,vacation,0
L1983,46028,60,134518,655,5,medical,1
L1984,3152,36,62510,599,2,home_improvement,1
L1985,41473,36,112906,539,0,debt_consolidation,1
L1986,20913,60,116689,782,7,small_business,1
L1987,25444,60,173627,538,9,home_improvement,1
L1988,38468,60,152838,623,9,small_business,1
L1989,47003,60,179271,802,10,education,0
L1990,37212,60,40278,570,1,small_business,0
L1991,46809,60,50547,848,7,home_improvement,0
L1992,24885,36,56530,555,9,education,1
L1993,37520,36,34505,742,6,car,0
L1994,10212,60,66166,608,1,credit_card,0
L1995,27114,60,111635,547,6,medical,0
L1996,32796,36,153132,831,7,small_business,1
L1997,34375,60,132216,619,1,medical,1
L1998,23704,60,106887,712,0,debt_consolidation,0
L1999,29089,36,33343,685,5,home_improvement,0
L2000,39052,36,50293,827,7,medical,0
L2001,36315,60,68318,660,1,medical,0
L2002,8617,60,59211,564,6,debt_consolidation,1
L2003,14409,60,106257,628,0,car,0
L2004,37768,60,75615,577,10,home_improvement,1
L2005,40560,60,65616,730,6,debt_consolidation,0
L2006,46619,36,87080,761,0,medical,1
L2007,2907,36,126600,591,4,small_business,0
L2008,32577,36,74716,523,3,education,1
L2009,15471,60,99356,765,8,medical,0
L2010,13188,60,171040,784,9,small_business,1
L2011,15095,36,70902,723,1,debt_consolidation,1
L2012,9945,60,71580,825,6,car,0
L2013,33408,60,103995,732,8,medical,0
L2014,6198,36,77581,540,2,vacation,1
L2015,5100,36,70333,556,0,small_business,1
L2016,24982,36,124064,814,0,car,0
L2017,29276,36,135168,592,10,education,0
L2018,25219,60,38730,584,4,education,0
L2019,22974,60,141917,773,7,home_improvement,1
L2020,10444,36,127976,527,3,small_business,1
L2021,35014,36,100969,657,8,debt_consolidation,0
L2022,40992,36,71363,632,3,home_improvement,0
L2023,31289,36,168931,596,0,home_improvement,0
L2024,48610,60,168099,688,8,credit_card,1
L2025,21517,36,104867,749,9,medical,1
L2026,10213,60,64773,513,4,small_business,0
L2027,41800,36,122599,739,7,home_improvement,1
L2028,41698,36,37512,659,8,credit_card,0
L2029,19513,60,137155,833,6,debt_consolidation,1
L2030,36553,60,95512,688,6,car,1
L2031,46693,36,122824,730,0,vacation,0
L2032,37163,60,102659,751,9,vacation,1
L2033,13490,60,152356,684,2,small_business,1
L2034,45707,36,171041,850,1,home_improvement,0
L2035,23377,60,56176,579,5,vacation,0
L2036,48608,36,150940,745,3,medical,0
L2037,1852,60,171907,519,6,vacation,1
L2038,21080,60,107083,554,8,vacation,1
L2039,42506,36,57948,540,10,vacation,1
L2040,9493,60,105684,728,7,education,0
L2041,18479,60,103878,764,4,credit_card,1
L2042,41226,60,116918,786,3,home_improvement,0
L2043,21250,36,47677,575,8,medical,1
L2044,30994,60,153151,520,2,home_improvement,0
L2045,48607,60,157644,541,6,education,1
L2046,2981,60,83543,768,2,small_business,1
L2047,15068,60,172375,589,9,small_business,1
L2048,14761,36,132506,611,3,small_business,0
L2049,31816,60,85468,770,9,debt_consolidation,1
L2050,18029,60,118930,563,2,vacation,1
L2051,17573,36,163383,827,0,debt_consolidation,1
L2052,13563,36,51367,773,3,credit_card,0
L2053,42351,36,50433,798,5,small_business,1
L2054,43843,60,67863,685,7,education,0
L2055,10958,36,78460,669,2,medical,1
L2056,2596,60,85683,848,10,home_improvement,0
L2057,25032,36,179779,764,8,vacation,0
L2058,23414,36,48248,664,1,car,1
L2059,12191,36,82633,774,1,medical,1
L2060,25457,36,133443,608,1,vacation,1
L2061,25716,60,162032,709,5,debt_consolidation,1
L2062,44289,36,53084,575,9,debt_consolidation,0
L2063,44063,60,154235,831,4,medical,1
L2064,41840,36,174690,840,0,debt_consolidation,1
L2065,35858,60,87873,629,9,small_business,1
L2066,34369,60,146491,734,7,credit_card,1
L2067,45838,36,122107,750,9,home_improvement,1
L2068,9422,60,136742,769,8,credit_card,0
L2069,7813,60,72653,703,0,vacation,1
L2070,43540,60,132982,725,1,home_improvement,0
L2071,8746,36,87436,662,1,education,1
L2072,31590,60,146559,730,1,home_improvement,1
L2073,24763,36,102653,637,4,credit_card,0
L2074,49893,36,174847,748,1,medical,1
L2075,8058,36,86097,534,6,home_improvement,1
L2076,48632,60,171776,821,2,education,1
L2077,33240,36,91513,798,7,education,1
L2078,20576,60,47473,631,6,education,1
L2079,40203,36,144235,642,5,credit_card,0
L2080,33585,36,68221,795,3,home_improvement,1
L2081,19682,36,146319,828,1,car,1
L2082,44663,60,162648,828,6,medical,1
L2083,13918,60,65468,557,3,small_business,0
L2084,36389,60,50425,513,3,home_improvement,0
L2085,33090,36,169248,599,2,education,0
L2086,2629,60,112972,663,7,car,0
L2087,9100,60,113054,713,5,small_business,1
L2088,14303,36,145788,714,6,small_business,0
L2089,49106,60,118161,589,6,vacation,1
L2090,10874,60,100246,811,7,home_improvement,1
L2091,25391,60,103390,761,5,credit_card,1
L2092,39539,36,142013,568,9,home_improvement,0
L2093,49218,36,67060,682,5,car,0
L2094,7370,60,151506,537,5,small_business,0
L2095,19153,60,128983,595,8,home_improvement,1
L2096,11081,36,55588,544,3,credit_card,0
L2097,38569,60,156446,686,10,vacation,1
L2098,15727,60,150731,683,4,home_improvement,0
L2099,1308,36,138336,631,2,medical,1
L2100,46700,36,134957,829,0,vacation,1
L2101,31651,60,87685,550,4,credit_card,1
L2102,18659,60,105782,746,0,car,0
L2103,18513,36,82728,651,5,small_business,0
L2104,38527,60,71219,652,1,home_improvement,1
L2105,37266,36,94938,532,4,credit_card,1
L2106,4705,60,160660,736,10,vacation,0
L2107,26472,36,123789,731,2,medical,1
L2108,1448,36,115711,646,4,credit_card,0
L2109,9127,36,46413,684,4,debt_consolidation,1
L2110,3885,36,117614,536,2,education,1
L2111,35695,60,44856,741,6,medical,1
L2112,37241,36,92925,634,8,vacation,1
L2113,1683,36,162251,639,3,car,1
L2114,6756,36,130411,795,8,small_business,1
L2115,49050,60,119743,686,4,vacation,0
L2116,47067,60,105741,807,0,education,1
L2117,37696,60,163387,609,0,car,0
L2118,18974,60,173291,643,3,home_improvement,0
L2119,16666,36,40160,541,5,credit_card,0
L2120,2092,60,79061,793,3,debt_consolidation,0
L2121,31996,36,136113,603,7,medical,1
L2122,28991,36,80264,525,5,medical,0
L2123,46020,36,75895,808,2,credit_card,1
L2124,35717,36,59077,708,9,debt_consolidation,0
L2125,49486,36,65573,513,9,credit_card,1
L2126,25955,60,70253,504,5,home_improvement,1
L2127,16864,60,82492,802,9,education,1
L2128,34395,60,165018,839,9,car,0
L2129,37971,60,32036,525,9,vacation,0
L2130,31389,36,69038,546,2,medical,1
L2131,13736,60,165206,593,5,home_improvement,0
L2132,11683,60,138573,664,2,car,1
L2133,22383,60,101274,535,7,home_improvement,0
L2134,43555,36,67795,630,0,debt_consolidation,0
L2135,46438,60,110389,823,2,medical,0
L2136,11530,36,84417,716,1,vacation,0
L2137,18423,36,168054,539,9,credit_card,0
L2138,8182,60,98830,700,0,credit_card,1
L2139,9225,36,80721,833,3,car,1
L2140,48439,60,103962,533,10,vacation,0
L2141,11041,36,78896,707,2,education,1
L2142,25159,60,52872,707,1,small_business,1
L2143,46974,60,167870,633,1,debt_consolidation,1
L2144,8387,36,136796,508,7,car,1
L2145,44497,36,91179,532,1,small_business,0
L2146,32961,60,41403,511,10,home_improvement,0
L2147,1402,60,135888,690,7,debt_consolidation,0
L2148,30543,36,43927,568,5,home_improvement,1
L2149,42385,36,52523,521,10,education,1
L2150,13225,60,170112,570,10,vacation,1
L2151,9348,60,150475,831,1,medical,1
L2152,47411,60,177601,732,8,debt_consolidation,1
L2153,5565,60,101149,753,1,small_business,1
L2154,7927,36,81159,732,8,education,1
L2155,37116,36,48607,577,9,medical,1
L2156,10441,36,52171,739,1,credit_card,1
L2157,12479,60,179341,731,5,small_business,0
L2158,42987,36,106355,653,5,car,0
L2159,4693,36,128278,674,5,credit_card,1
L2160,12209,60,59640,786,6,education,1
L2161,8396,60,30153,822,8,credit_card,0
L2162,2226,36,30471,689,9,car,0
L2163,49764,60,159036,647,10,debt_consolidation,0
L2164,4145,60,146498,753,5,credit_card,0
L2165,30385,36,143188,733,2,vacation,1
L2166,17544,60,162107,615,9,small_business,1
L2167,12482,36,144637,780,3,medical,1
L2168,39185,36,90217,651,2,credit_card,0
L2169,22380,60,111013,593,6,small_business,0
L2170,1536,36,109331,716,8,home_improvement,1
L2171,11644,36,123322,549,2,small_business,0
L2172,35986,36,165461,506,9,medical,1
L2173,35298,60,43663,669,8,small_business,0
L2174,13860,60,120563,688,9,car,1
L2175,19022,36,100704,785,4,education,1
L2176,12923,36,122288,763,1,medical,0
L2177,35449,60,64479,626,9,education,0
L2178,42064,60,47164,667,4,debt_consolidation,0
L2179,6025,36,67933,543,3,education,0
L2180,27492,36,108115,829,9,home_improvement,0
L2181,45016,36,73441,703,0,car,1
L2182,34436,36,59234,620,10,debt_consolidation,1
L2183,49682,60,157849,565,6,small_business,1
L2184,13240,60,133789,703,8,medical,1
L2185,13499,36,162920,501,0,home_improvement,0
L2186,25696,36,111313,558,0,car,0
L2187,36773,60,158769,645,8,debt_consolidation,1
L2188,17200,36,137077,801,6,debt_consolidation,1
L2189,42560,36,116289,791,7,home_improvement,1
L2190,39231,60,51197,562,10,vacation,1
L2191,38140,60,108928,841,9,small_business,1
L2192,9321,60,128396,788,4,home_improvement,0
L2193,19729,36,143308,561,3,debt_consolidation,1
L2194,32786,60,117160,836,8,credit_card,1
L2195,41814,60,34240,541,2,car,1
L2196,38929,36,74565,709,0,home_improvement,0
L2197,48846,60,155442,832,6,vacation,1
L2198,12704,36,162663,716,7,debt_consolidation,1
L2199,2904,36,45111,568,9,small_business,1
L2200,19980,36,100353,520,3,education,0
L2201,16008,36,67269,722,10,debt_consolidation,0
L2202,32990,36,138904,668,9,small_business,1
L2203,8120,36,78509,655,4,home_improvement,0
L2204,5201,60,128196,724,10,small_business,1
L2205,23883,36,98616,763,3,medical,1
L2206,10155,60,176248,835,4,medical,0
L2207,36519,36,127985,619,6,medical,0
L2208,21308,60,46728,685,3,vacation,0
L2209,32797,36,129378,655,4,vacation,0
L2210,39232,36,123806,537,10,credit_card,1
L2211,9825,36,70143,775,3,vacation,0
L2212,33742,36,111739,770,1,education,0
L2213,46324,60,150176,509,10,home_improvement,1
L2214,17397,60,92184,560,0,debt_consolidation,1
L2215,47119,60,133783,834,10,debt_consolidation,1
L2216,48028,36,93155,562,0,credit_card,0
L2217,41263,36,38701,593,4,vacation,0
L2218,19804,36,113327,552,3,education,1
L2219,2982,36,114124,723,8,small_business,0
L2220,37766,60,89033,665,7,credit_card,1
L2221,38743,60,56587,705,0,education,1
L2222,34586,36,155819,672,10,small_business,0
L2223,14819,60,178418,675,1,education,1
L2224,4117,60,61892,750,5,small_business,0
L2225,13254,60,33104,584,9,car,1
L2226,49413,60,146546,842,0,education,0
L2227,34594,60,119297,599,1,debt_consolidation,1
L2228,30597,60,151751,693,9,medical,1
L2229,29932,36,98823,849,5,vacation,1
L2230,46411,60,32357,678,2,small_business,1
L2231,22454,36,168034,641,6,car,0
L2232,34949,60,38649,837,5,education,1
L2233,34334,36,179286,513,1,debt_consolidation,0
L2234,1377,36,166714,696,7,medical,0
L2235,13200,36,141886,760,7,small_business,1
L2236,2509,36,44546,505,1,education,1
L2237,17828,60,177159,724,8,education,0
L2238,39509,60,155767,840,8,small_business,1
L2239,17470,60,50243,513,8,credit_card,1
L2240,6450,36,148094,603,2,credit_card,1
L2241,12909,36,82428,739,2,debt_consolidation,1
L2242,16897,36,80317,818,9,medical,0
L2243,10484,36,145665,671,2,small_business,1
L2244,49061,36,55800,500,0,debt_consolidation,0
L2245,6883,60,125168,774,7,debt_consolidation,0
L2246,14526,60,110778,802,5,home_improvement,1
L2247,12736,36,91129,551,10,education,1
L2248,20690,60,172234,542,6,vacation,1
L2249,10235,36,164805,533,0,education,1
L2250,48101,36,170404,834,3,credit_card,1
L2251,41978,36,134921,798,7,medical,1
L2252,35565,36,65098,634,5,education,0
L2253,15877,60,143170,778,6,small_business,1
L2254,4056,36,157805,538,5,debt_consolidation,1
L2255,11056,60,118557,569,3,small_business,1
L2256,6861,60,150445,781,7,home_improvement,1
L2257,22489,36,41482,799,1,medical,1
L2258,36112,36,112064,734,7,debt_consolidation,0
L2259,12878,36,178406,822,2,small_business,0
L2260,3265,36,173242,789,5,credit_card,0
L2261,42806,36,56855,629,9,vacation,0
L2262,10999,60,94471,693,0,home_improvement,0
L2263,7968,60,95948,693,3,medical,0
L2264,42805,60,104514,762,2,home_improvement,1
L2265,24861,36,114025,740,6,credit_card,1
L2266,30588,36,115974,592,9,medical,0
L2267,47969,60,57034,754,1,home_improvement,0
L2268,47677,60,58885,521,8,car,0
L2269,47858,36,43745,808,4,credit_card,1
L2270,3692,60,124105,766,0,credit_card,1
L2271,9895,36,79459,526,0,credit_card,1
L2272,23195,36,87335,660,0,car,1
L2273,48913,60,113277,817,0,car,0
L2274,15877,60,155311,619,2,small_business,0
L2275,13630,60,97573,666,0,debt_consolidation,0
L2276,1705,36,149543,551,2,vacation,1
L2277,8151,36,84593,500,3,home_improvement,1
L2278,32348,60,68651,601,8,small_business,0
L2279,28503,36,128120,801,10,home_improvement,0
L2280,48042,60,49986,726,1,vacation,0
L2281,46656,36,94393,821,2,debt_consolidation,1
L2282,16985,60,132628,653,8,car,0
L2283,37837,60,171587,577,10,debt_consolidation,0
L2284,27822,60,104591,820,7,car,1
L2285,8108,36,158306,848,8,vacation,1
L2286,31610,36,72811,759,5,debt_consolidation,1
L2287,24996,60,99265,812,6,small_business,0
L2288,4178,60,61666,821,1,medical,1
L2289,28491,60,35443,511,8,small_business,1
L2290,25888,60,173091,706,7,home_improvement,1
L2291,22885,60,83343,812,8,small_business,1
L2292,12247,60,112743,796,8,vacation,0
L2293,3805,60,131290,575,4,credit_card,1
L2294,41478,36,32461,581,0,home_improvement,0
L2295,21772,60,151777,605,4,debt_consolidation,0
L2296,40165,36,173593,703,4,home_improvement,0
L2297,11519,60,168750,797,3,medical,0
L2298,28597,36,62036,782,0,car,0
L2299,46000,60,150838,624,8,debt_consolidation,1
L2300,13081,60,154429,638,9,education,1
L2301,5897,36,35330,673,3,home_improvement,1
L2302,29486,36,45358,590,2,debt_consolidation,1
L2303,37040,60,128517,804,0,debt_consolidation,0
L2304,22869,36,153809,749,3,debt_consolidation,1
L2305,47431,36,46011,628,10,car,0
L2306,16992,36,47971,787,7,education,0
L2307,16832,60,151896,506,9,vacation,1
L2308,32883,36,38600,531,6,small_business,1
L2309,21091,36,150009,698,9,debt_consolidation,1
L2310,48540,36,173219,676,5,credit_card,1
L2311,23598,36,74686,814,4,vacation,0
L2312,45049,36,40885,618,1,medical,0
L2313,26232,60,161065,620,6,car,1
L2314,25307,36,128822,849,1,home_improvement,0
L2315,14108,36,162245,759,0,car,1
L2316,49219,60,96081,848,8,home_improvement,1
L2317,25061,60,165908,817,5,car,0
L2318,38542,60,76840,820,0,home_improvement,0
L2319,24031,60,60415,800,9,debt_consolidation,0
L2320,25289,60,131788,752,10,small_business,0
L2321,14616,36,54012,769,2,home_improvement,0
L2322,40390,60,156125,803,0,education,1
L2323,14139,60,137695,802,6,home_improvement,1
L2324,23326,60,60925,689,2,credit_card,0
L2325,32354,60,95891,762,5,home_improvement,1
L2326,6222,36,38461,567,8,credit_card,0
L2327,4107,60,174248,739,8,medical,0
L2328,9035,60,71496,568,4,debt_consolidation,1
L2329,45964,60,145612,675,6,credit_card,1
L2330,3397,36,108026,549,8,small_business,0
L2331,32898,36,116959,596,2,vacation,1
L2332,5014,60,58063,533,4,debt_consolidation,1
L2333,11233,60,117647,771,8,credit_card,1
L2334,41113,36,177255,714,7,debt_consolidation,0
L2335,20301,36,108154,663,10,education,0
L2336,13003,36,86386,715,10,debt_consolidation,0
L2337,9223,60,162811,652,2,debt_consolidation,0
L2338,24826,60,148457,534,10,medical,1
L2339,17614,36,75055,541,4,small_business,0
L2340,42164,36,179938,503,1,car,0
L2341,20752,60,68478,549,9,car,1
L2342,48726,36,91659,649,0,credit_card,0
L2343,40502,60,93362,561,10,debt_consolidation,1
L2344,22328,60,149082,742,7,credit_card,1
L2345,1850,36,119052,717,3,medical,1
L2346,37273,60,91897,530,7,medical,0
L2347,39061,36,68209,705,0,home_improvement,0
L2348,12271,36,79064,733,5,education,1
L2349,37975,60,161622,669,9,medical,1
L2350,43283,36,73497,639,2,home_improvement,1
L2351,45193,60,157527,547,0,small_business,1
L2352,12977,36,158340,813,8,credit_card,1
L2353,6561,36,48017,800,10,vacation,1
L2354,30061,60,57597,642,2,small_business,1
L2355,10371,60,139341,698,7,medical,1
L2356,27115,36,69145,691,9,small_business,1
L2357,32247,36,36284,734,10,small_business,0
L2358,32248,60,122577,659,7,education,0
L2359,19419,60,88683,692,9,education,0
L2360,34890,36,102694,808,9,education,1
L2361,4981,60,55245,681,3,small_business,1
L2362,38769,60,71392,631,7,medical,1
L2363,36795,60,89501,526,10,vacation,0
L2364,10644,36,71307,848,7,debt_consolidation,0
L2365,49927,60,63836,636,0,small_business,0
L2366,3856,60,89726,717,4,home_improvement,0
L2367,45457,36,173672,739,5,medical,1
L2368,29066,60,110261,604,9,small_business,0
L2369,4941,36,67070,779,8,vacation,0
L2370,1593,60,42995,682,0,debt_consolidation,0
L2371,12084,36,176174,621,8,education,0
L2372,37861,36,141360,725,6,medical,1
L2373,13872,60,66026,796,2,car,1
L2374,14087,60,70839,577,7,debt_consolidation,0
L2375,16641,36,165902,625,9,home_improvement,0
L2376,22301,36,112942,577,6,small_business,1
L2377,9013,60,80150,752,10,vacation,0
L2378,27854,36,115462,629,0,car,1
L2379,42861,36,156611,660,3,vacation,0
L2380,33148,60,144000,577,2,car,1
L2381,1179,60,94817,535,6,medical,0
L2382,20437,36,42835,573,5,car,0
L2383,38149,36,157846,763,5,home_improvement,0
L2384,36108,60,128740,836,6,home_improvement,0
L2385,18028,36,31167,759,8,credit_card,1
L2386,39110,36,166648,514,4,home_improvement,0
L2387,29233,36,118090,729,5,debt_consolidation,0
L2388,46997,36,155371,594,7,car,0
L2389,3831,36,133076,817,2,home_improvement,1
L2390,9859,60,144293,670,2,medical,1
L2391,25261,36,56004,730,8,vacation,0
L2392,31893,36,74577,776,4,education,1
L2393,16460,36,60716,671,2,vacation,0
L2394,48994,60,92507,704,6,credit_card,0
L2395,35773,36,102974,747,6,vacation,1
L2396,38649,36,39759,500,3,car,1
L2397,44389,60,105335,810,9,credit_card,1
L2398,29551,36,81196,603,1,car,1
L2399,36662,60,133448,748,1,medical,1
L2400,6889,36,109855,834,4,credit_card,0
L2401,13188,60,172300,677,6,small_business,0
L2402,33113,60,138364,568,2,debt_consolidation,1
L2403,19707,60,30982,640,3,debt_consolidation,1
L2404,37253,36,33329,606,10,car,0
L2405,5576,60,41534,581,7,vacation,1
L2406,15754,60,91779,647,2,education,0
L2407,18636,60,76070,805,2,education,1
L2408,14297,60,55749,588,2,small_business,1
L2409,45030,36,116818,818,5,credit_card,0
L2410,11923,36,172853,526,6,small_business,1
L2411,24144,36,168740,506,6,small_business,1
L2412,7796,36,79286,794,7,vacation,1
L2413,16209,60,174688,816,2,education,0
L2414,15815,60,33404,549,10,credit_card,0
L2415,43159,36,117456,766,2,medical,0
L2416,4752,60,37488,797,3,vacation,1
L2417,7211,36,82515,767,4,small_business,0
L2418,4345,36,154708,722,7,small_business,0
L2419,35726,36,80680,580,8,medical,1
L2420,30181,60,79953,500,1,small_business,1
L2421,45312,36,50925,504,0,small_business,1
L2422,32476,60,134328,606,0,small_business,0
L2423,36549,60,179769,783,5,debt_consolidation,0
L2424,35644,60,107704,700,6,vacation,1
L2425,8599,60,62533,651,0,home_improvement,0
L2426,15258,36,143265,711,6,vacation,1
L2427,49297,36,127805,736,9,medical,1
L2428,6573,60,145909,511,9,small_business,1
L2429,21071,36,72745,537,5,vacation,1
L2430,29684,60,94050,814,7,debt_consolidation,1
L2431,33681,60,167956,558,9,education,0
L2432,5081,60,179823,788,1,medical,0
L2433,21304,36,70032,820,7,car,1
L2434,43074,60,117648,818,1,vacation,0
L2435,30493,60,98902,690,3,car,0
L2436,2899,36,62763,654,0,small_business,0
L2437,1603,60,75181,838,3,debt_consolidation,0
L2438,32420,36,141648,708,4,debt_consolidation,0
L2439,5315,60,104755,847,4,vacation,1
L2440,42036,60,131022,736,0,medical,1
L2441,44758,60,151773,838,10,medical,1
L2442,18800,36,94361,640,7,debt_consolidation,0
L2443,25512,60,135556,752,5,medical,1
L2444,4558,60,171470,637,7,debt_consolidation,1
L2445,1737,36,74221,781,4,vacation,0
L2446,25256,36,44608,573,5,home_improvement,1
L2447,30705,36,167553,645,2,debt_consolidation,0
L2448,21530,36,149219,786,9,car,0
L2449,15628,60,76808,525,5,medical,0
L2450,22411,36,138590,787,0,debt_consolidation,1
L2451,2191,36,88754,650,3,debt_consolidation,1
L2452,37649,60,101030,798,2,vacation,0
L2453,16896,60,114735,827,4,medical,0
L2454,47850,36,36699,644,4,home_improvement,1
L2455,5003,36,97224,572,2,vacation,0
L2456,32188,36,53709,808,9,home_improvement,1
L2457,45968,60,164472,759,4,education,1
L2458,5020,36,104107,635,2,vacation,1
L2459,9817,36,113644,836,3,medical,0
L2460,17038,60,158872,639,2,credit_card,1
L2461,12317,36,99257,571,7,medical,0
L2462,39680,60,41541,736,4,medical,0
L2463,23281,60,131020,664,8,home_improvement,1
L2464,35940,60,156897,762,7,home_improvement,1
L2465,7081,36,48592,557,5,medical,1
L2466,35029,36,94212,779,0,medical,0
L2467,14920,36,152763,747,6,medical,0
L2468,6386,36,119497,789,5,home_improvement,0
L2469,33956,60,59236,606,1,medical,1
L2470,18145,36,73030,561,4,medical,0
L2471,42866,36,86286,650,3,education,0
L2472,14825,60,151097,705,7,small_business,0
L2473,1299,36,103540,696,0,credit_card,1
L2474,48958,36,117742,733,3,car,1
L2475,18188,36,99824,673,6,credit_card,0
L2476,8755,60,141210,779,10,small_business,0
L2477,6757,60,49236,536,7,car,0
L2478,8863,36,77208,545,1,vacation,0
L2479,28238,60,59005,581,9,medical,0
L2480,18062,36,48245,564,10,small_business,0
L2481,43857,36,41686,808,7,education,1
L2482,8571,36,81758,795,10,vacation,0
L2483,32834,36,96390,773,3,medical,0
L2484,20576,36,35125,594,3,home_improvement,1
L2485,14728,60,128851,653,8,debt_consolidation,1
L2486,23230,60,95254,801,3,small_business,0
L2487,26190,60,104312,658,9,home_improvement,0
L2488,41564,60,88426,788,9,small_business,0
L2489,3723,60,126266,791,2,education,1
L2490,36738,36,96309,620,9,small_business,0
L2491,21894,36,118204,619,0,home_improvement,0
